[INFO ] 2026-02-02 22:42:05,158 [main]  com.oltpbenchmark.DBWorkload main - ======================================================================
[WARN ] 2026-02-02 22:43:35,925 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=8]
[WARN ] 2026-02-02 22:43:35,926 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=9]
[WARN ] 2026-02-02 22:43:35,926 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=10]
[WARN ] 2026-02-02 22:43:35,941 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=1]
[WARN ] 2026-02-02 22:43:35,942 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=2]
[WARN ] 2026-02-02 22:43:35,942 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=3]
[WARN ] 2026-02-02 22:43:35,942 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=4]
[WARN ] 2026-02-02 22:43:35,942 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=5]
[WARN ] 2026-02-02 22:43:35,943 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=6]
[WARN ] 2026-02-02 22:43:35,943 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=7]
[WARN ] 2026-02-02 22:43:35,943 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=8]
[WARN ] 2026-02-02 22:43:35,943 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=9]
[WARN ] 2026-02-02 22:43:35,944 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=10]
[WARN ] 2026-02-02 22:43:35,971 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=1]
[WARN ] 2026-02-02 22:43:35,971 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=2]
[WARN ] 2026-02-02 22:43:35,971 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=3]
[WARN ] 2026-02-02 22:43:35,971 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=4]
[WARN ] 2026-02-02 22:43:35,972 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=5]
[WARN ] 2026-02-02 22:43:35,972 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=6]
[WARN ] 2026-02-02 22:43:35,972 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=7]
[WARN ] 2026-02-02 22:43:35,972 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=8]
[WARN ] 2026-02-02 22:43:35,972 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=9]
[WARN ] 2026-02-02 22:43:35,973 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=10]
[WARN ] 2026-02-02 22:43:35,998 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=1]
[WARN ] 2026-02-02 22:43:35,998 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=2]
[WARN ] 2026-02-02 22:43:35,998 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=3]
[WARN ] 2026-02-02 22:43:35,998 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=4]
[WARN ] 2026-02-02 22:43:35,999 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=5]
[WARN ] 2026-02-02 22:43:35,999 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=6]
[WARN ] 2026-02-02 22:43:35,999 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=7]
[WARN ] 2026-02-02 22:43:35,999 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=8]
[WARN ] 2026-02-02 22:43:35,999 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=9]
[WARN ] 2026-02-02 22:43:35,999 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=10]
[WARN ] 2026-02-02 22:43:36,005 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=1]
[WARN ] 2026-02-02 22:43:36,005 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=2]
[WARN ] 2026-02-02 22:43:36,006 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=4]
[WARN ] 2026-02-02 22:43:36,006 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=5]
[WARN ] 2026-02-02 22:43:36,006 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=6]
[WARN ] 2026-02-02 22:43:36,007 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=7]
[WARN ] 2026-02-02 22:43:36,007 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=8]
[WARN ] 2026-02-02 22:43:36,007 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=9]
[WARN ] 2026-02-02 22:43:36,007 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=10]
[WARN ] 2026-02-02 22:43:36,015 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=1]
[WARN ] 2026-02-02 22:43:36,015 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=2]
[WARN ] 2026-02-02 22:43:36,015 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=3]
[WARN ] 2026-02-02 22:43:36,016 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=4]
[WARN ] 2026-02-02 22:43:36,016 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=5]
[WARN ] 2026-02-02 22:43:36,016 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=6]
[WARN ] 2026-02-02 22:43:36,016 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=7]
[WARN ] 2026-02-02 22:43:36,016 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=8]
[WARN ] 2026-02-02 22:43:36,017 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=9]
[WARN ] 2026-02-02 22:43:36,017 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=10]
[WARN ] 2026-02-02 22:43:36,023 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=1]
[WARN ] 2026-02-02 22:43:36,023 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=2]
[WARN ] 2026-02-02 22:43:36,023 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=3]
[WARN ] 2026-02-02 22:43:36,024 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=4]
[WARN ] 2026-02-02 22:43:36,024 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=5]
[WARN ] 2026-02-02 22:43:36,024 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=6]
[WARN ] 2026-02-02 22:43:36,024 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=7]
[WARN ] 2026-02-02 22:43:36,024 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=8]
[WARN ] 2026-02-02 22:43:36,025 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=9]
[WARN ] 2026-02-02 22:43:36,025 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=10]
[WARN ] 2026-02-02 22:43:36,054 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=1]
[WARN ] 2026-02-02 22:43:36,054 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=2]
[WARN ] 2026-02-02 22:43:36,054 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=3]
[WARN ] 2026-02-02 22:43:36,055 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=4]
[WARN ] 2026-02-02 22:43:36,055 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=5]
[WARN ] 2026-02-02 22:43:36,055 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=6]
[WARN ] 2026-02-02 22:43:36,055 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=7]
[WARN ] 2026-02-02 22:43:36,055 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=8]
[WARN ] 2026-02-02 22:43:36,055 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=9]
[WARN ] 2026-02-02 22:43:36,055 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=10]
[WARN ] 2026-02-02 22:43:36,071 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=1]
[WARN ] 2026-02-02 22:43:36,072 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=2]
[WARN ] 2026-02-02 22:43:36,072 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=3]
[WARN ] 2026-02-02 22:43:36,072 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=4]
[WARN ] 2026-02-02 22:43:36,072 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=5]
[WARN ] 2026-02-02 22:43:36,072 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=6]
[WARN ] 2026-02-02 22:43:36,073 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=7]
[WARN ] 2026-02-02 22:43:36,073 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=8]
[WARN ] 2026-02-02 22:43:36,073 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=9]
[WARN ] 2026-02-02 22:43:36,073 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=10]
[WARN ] 2026-02-02 22:43:36,077 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=1]
[WARN ] 2026-02-02 22:43:36,077 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=2]
[WARN ] 2026-02-02 22:43:36,077 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=3]
[WARN ] 2026-02-02 22:43:36,077 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=4]
[WARN ] 2026-02-02 22:43:36,077 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=5]
[WARN ] 2026-02-02 22:43:36,077 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=6]
[WARN ] 2026-02-02 22:43:36,077 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=7]
[WARN ] 2026-02-02 22:43:36,078 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=8]
[WARN ] 2026-02-02 22:43:36,078 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=9]
[WARN ] 2026-02-02 22:43:36,078 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=10]
[WARN ] 2026-02-02 22:43:36,080 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=1]
[WARN ] 2026-02-02 22:43:36,080 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=2]
[WARN ] 2026-02-02 22:43:36,080 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=3]
[WARN ] 2026-02-02 22:43:36,081 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=4]
[WARN ] 2026-02-02 22:43:36,081 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=5]
[WARN ] 2026-02-02 22:43:36,081 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=6]
[WARN ] 2026-02-02 22:43:36,081 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=7]
[WARN ] 2026-02-02 22:43:36,081 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=8]
[WARN ] 2026-02-02 22:43:36,083 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=1]
[WARN ] 2026-02-02 22:43:36,083 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=10]
[WARN ] 2026-02-02 22:43:36,083 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=2]
[WARN ] 2026-02-02 22:43:36,083 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=3]
[WARN ] 2026-02-02 22:43:36,083 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=4]
[WARN ] 2026-02-02 22:43:36,083 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=5]
[WARN ] 2026-02-02 22:43:36,084 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=6]
[WARN ] 2026-02-02 22:43:36,084 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=7]
[WARN ] 2026-02-02 22:43:36,084 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=8]
[WARN ] 2026-02-02 22:43:36,084 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=9]
[WARN ] 2026-02-02 22:43:36,084 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=10]
[WARN ] 2026-02-02 22:43:36,121 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=1]
[WARN ] 2026-02-02 22:43:36,121 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=2]
[WARN ] 2026-02-02 22:43:36,121 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=3]
[WARN ] 2026-02-02 22:43:36,121 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=4]
[WARN ] 2026-02-02 22:43:36,121 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=5]
[WARN ] 2026-02-02 22:43:36,122 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=6]
[WARN ] 2026-02-02 22:43:36,122 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=7]
[WARN ] 2026-02-02 22:43:36,122 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=8]
[WARN ] 2026-02-02 22:43:36,122 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=9]
[WARN ] 2026-02-02 22:43:36,123 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=10]
[WARN ] 2026-02-02 22:43:36,131 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=1]
[WARN ] 2026-02-02 22:43:36,131 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=2]
[WARN ] 2026-02-02 22:43:36,131 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=3]
[WARN ] 2026-02-02 22:43:36,132 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=4]
[WARN ] 2026-02-02 22:43:36,132 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=5]
[WARN ] 2026-02-02 22:43:36,132 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=6]
[WARN ] 2026-02-02 22:43:36,132 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=7]
[WARN ] 2026-02-02 22:43:36,132 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=8]
[WARN ] 2026-02-02 22:43:36,132 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=9]
[WARN ] 2026-02-02 22:43:36,132 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=10]
[WARN ] 2026-02-02 22:43:36,138 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=1]
[WARN ] 2026-02-02 22:43:36,138 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=2]
[WARN ] 2026-02-02 22:43:36,138 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=3]
[WARN ] 2026-02-02 22:43:36,139 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=4]
[WARN ] 2026-02-02 22:43:36,139 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=5]
[WARN ] 2026-02-02 22:43:36,139 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=6]
[WARN ] 2026-02-02 22:43:36,140 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=7]
[WARN ] 2026-02-02 22:43:36,140 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=8]
[WARN ] 2026-02-02 22:43:36,140 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=9]
[WARN ] 2026-02-02 22:43:36,140 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=10]
[WARN ] 2026-02-02 22:43:36,145 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=1]
[WARN ] 2026-02-02 22:43:36,146 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=2]
[WARN ] 2026-02-02 22:43:36,146 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=3]
[WARN ] 2026-02-02 22:43:36,146 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=4]
[WARN ] 2026-02-02 22:43:36,146 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=5]
[WARN ] 2026-02-02 22:43:36,146 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=6]
[WARN ] 2026-02-02 22:43:36,146 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=7]
[WARN ] 2026-02-02 22:43:36,147 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=8]
